,Unnamed: 0,Unnamed: 0.1,url,winery,name,types,region,country,rating,n_rating,price,review,grapes,regional,food
618,618,618,https://www.vivino.com/nederburg-estate-the-young-airhawk/w/1483700?year=N.V.&amp;price_id=8238817,Nederburg,The Young Airhawk N.V.,White wine,Coastal Region,South Africa,3.9,552 ratings,23.25,"Community reviews
Aroma had 84/100 tomato vine, lemon zest and minerals. Flavor like wise.
Like
Comment
Kim Lund Johansen - WineExplorer.dk
3441 ratings
Rated on Sep 29, 2017
The grapes were sourced from selected cool climate vineyards in Elgin, Darling and Cape Agulhas, fermented in oak, and spent six months on their lees. The wine is very fresh, much fresher than you would think based on the winemaking techniques. Plenty of lemon aromas and flavors, mouthfeel, and finishing with abundant acids. 
Like
Comment
Wine Compass
1113 ratings
Rated the 2016 vintage on May 24, 2017
Fresh grassy and zesty on the nose. Vibrant acidity. Tounge tingling. Green peppers asparagus. Fruity finish.
Like
Comment
Gavin (The Wine Taster)
5732 ratings
Rated the 2013 vintage on Mar 11, 2015
Show more reviews","Sauvignon Blanc

Coastal ","Winery
Nederburg
Grapes
Sauvignon Blanc
Region
Coastal Region
","Rich fish (salmon, tuna etc), Shellfish, Vegetarian"
619,619,619,https://www.vivino.com/portas-da-herdade-reserva-tinto/w/1584853?year=N.V.&amp;price_id=15978998,Portas da Herdade,Reserva Tinto N.V.,Red wine,Alentejano,Portugal,3.5,2059 ratings,14.98,"Community reviews
This wine was made from grape varieties Aragonez (50%), Syrah (40%) e Touriga Nacional (10%). It is full bodied, fresh and soft on the palate, and meant to be enjoyed with good food. 🍷🍷🍷🇵🇹
Like
Comment
Antonino Scribellito
440 ratings
Rated the 2014 vintage on Apr 1, 2018
A blend of Aragonez, Syrah and Alicante Bouchet. The nose has aromas of fresh red cherries, vanilla and cloves, The palate shows bright cherry, cassis, oak, vanilla and cloves. Dry with a lingering red fruit finish.
Like
Comments (1)
Fernando Valerio
247 ratings
Rated the 2014 vintage on May 4, 2018
Ripe red fruit, chocolate , leather, bacon, fat , extra .5 for QPR, 14.5%, exceptional value.
Like
Comment
Sidnei Castro
1943 ratings
Rated the 2014 vintage on Dec 22, 2017
Show more reviews","Touriga Nacional
","Portuguese Alentejo Red
","Beef, Lamb, Veal, Poultry"
620,620,620,https://www.vivino.com/braschi-monte-sasso-san-vicinio-sangiovese-romagna/w/2739636?year=N.V.&amp;price_id=8238835,Braschi,Monte Sasso San Vicinio Sangiovese Romagna N.V.,Red wine,Sangiovese di Romagna,Italy,3.5,698 ratings,37.25,"Community reviews
Great value. Leather. Saouvery.
Like
Comments (8)
! Nils Mellbin !
1219 ratings
Rated the 2012 vintage on Oct 7, 2018
B (its a delicious Sangiovese. Really good fruit.)
Like
Comment
3WineGuys-Scott
2042 ratings
Rated the 2012 vintage on Oct 27, 2015
Nice attack. This wine has presence. Good nose with smoky earthy tones. High acidity. Berries some.laurel wood herbs. Nice for just drinking with some olives or with beef from the grill
Like
Comment
Ed De Block
2057 ratings
Rated the 2013 vintage on Jan 18, 2017
Show more reviews","Sangiovese
","Northern Italy Red
","Beef, Pasta, Lamb, Game (deer, venison)"
621,621,621,https://www.vivino.com/es-bajoz-tinta-de-toro/w/2586566?year=N.V.&amp;price_id=8212013,Bajoz,Tinta de Toro N.V.,Red wine,Toro,Spain,3.3,1849 ratings,10.25,"Community reviews
Color thick cherry with purple highlights. Aroma of cherry, raspberry, dried eucalyptus, black plum. Taste with quick tannin, cherry-blueberry, fresh.
Like
Comment
Anton Neskin
511 ratings
Rated the 2016 vintage on Feb 6, 2018
Great tempranillo considering it's cheap price. On the nose black currant, plums, gentle spice. Medium- full body, medium acidity, medium finish, not so intense. 86/100
Like
Comment
AB
187 ratings
Rated the 2015 vintage on Nov 27, 2016
Good, dark cherry color with main smell of cherry. In addition taste of berries, chocolate with finish of slight wood tannins.
Like
Comment
Adam Elfaczek
173 ratings
Rated the 2011 vintage on May 27, 2015
Show more reviews","Tempranillo
","Spanish Toro Red
","Beef, Lamb, Game (deer, venison)"
622,622,622,https://www.vivino.com/villemajou-corbieres-boutenac-red/w/1160617?year=2014&amp;price_id=15978761,Domaine de Villemajou,Corbières Boutenac Red 2014,Red wine,Corbières Boutenac,France,3.8,1640 ratings,53.75,"Community reviews
Delicious! Absolutely amazing, nice full bodied wie with lots of flavour. Woody, smokey, sweet, fruity. Gets better with every sip.
Like
Comment
Christian Smith
248 ratings
Rated on Apr 25, 2017
Vintage 2014: berries in the nose (blackberry, strawberry, blueberry) with a little oak. A velvety smooth feeling in the mouth. The berries taking the lead with the oak as a modest background vocal finishing the ensemble. Some might prefer the berries to be a bit more modest... but this will go perfect with game (eg sweet venison). Outstanding price / quality
Like
Comment
Angelo Sahl
354 ratings
Rated on Feb 2, 2019
Me likes! Full bodied with chewy tannins. Dark Fruits (blackberries) are hidden behind the earth and peat and blended with oak and toasted wood aromas. Bold and heavy. From the cons - not layered, simple structure but very drinkable.
Like
Comment
Seba Stian
1398 ratings
Rated on May 28, 2017
Show more reviews","Shiraz/Syrah, Grenache, Mourvedre, Carignan
","Languedoc-Roussillon Red
","Beef, Pasta, Veal"
623,623,623,https://www.vivino.com/miolo-wine-group-selecao-pinot-grigio-riesling/w/2115435?year=2016&amp;price_id=8146984,Miolo,Seleção Pinot Grigio - Riesling 2016,White wine,Rio Grande do Sul,Brazil,3.4,74 ratings,11.0,"Community reviews
Citrus mainly and a somewhat subdued funky nose. Not much to say about this wine. Ok with starters.
Like
Comment
...Jochem de Groot
1039 ratings
Rated on Jun 3, 2017
Unexpected good quality! I’ll give it 3.75. Quite a blend, Pinot Grigio & Riesling, it has mineral notes, wax, honey, peach. In the palate nice acidity it’s balanced, also citrics.
Like
Comment
Sharon Cifuentes
235 ratings
Rated the 2018 vintage on May 16, 2019
Not bad at all
Like
Comment
Getulio Canto
595 ratings
Rated the 2017 vintage on Jan 28, 2019
Show more reviews","Pinot Grigio, Riesling
","Winery
Miolo
Grapes
Pinot Grigio, Riesling
Region
Rio Grande do Sul
","Veal, Pork, Rich fish (salmon, tuna etc), Shellfish, Spicy food, Sweet desserts, Vegetarian, Poultry"
624,624,624,https://www.vivino.com/fantinel-refosco-dal-peduncolo-rosso-borgo-tesis/w/1270904?year=2011&amp;price_id=1375878,Fantinel,Refosco dal Peduncolo Rosso Borgo Tesis 2011,Red wine,Friuli Grave,Italy,3.2,168 ratings,37.75,"Community reviews
Fruity nose. Nothing old world abt the nose. Just fruity and more fruitiness after swirling. Slightly dry and oakey with soft vanilla after note. Long finish. I like it
Like
Comment
Graham Teo
269 ratings
Rated on Aug 17, 2015
Seems fine, with some intrigue inside
Like
Comment
Barbie
578 ratings
Rated on Nov 2, 2016
Neither good nor bad; just average
Like
Comment
Julyan
292 ratings
Rated on May 21, 2015
Show more reviews","Refosco dal Peduncolo rosso
","Northern Italy Red
","Beef, Pasta, Lamb, Game (deer, venison)"
625,625,625,https://www.vivino.com/bodega-senorio-de-barahonda-campo-arriba/w/1558983?year=2013&amp;price_id=15978738,Barahonda,Campo Arriba 2013,Red wine,Yecla,Spain,3.5,1088 ratings,19.0,"Community reviews
Requires breathing for at least 30 min. Then it becomes more than OK. Dark, dense and with conspicuous tannins.
Like
Comment
Charles Bonatto
950 ratings
Rated on Jul 22, 2017
Monastrell, Syrah and Tintorera, ripe Red cherries, dense , excellent value , 14.5%.
Like
Comment
Sidnei Castro
1943 ratings
Rated on Jan 29, 2017
This is seriously good stuff. Soft and smooth but what a taste bomb! Tastes like an expensive Rhone wine. Delicious!
Like
Comment
Leon M
1008 ratings
Rated on Dec 15, 2018
Show more reviews","Shiraz/Syrah, Monastrell, Garnacha Tinta
","Spanish Rhône Blend Red
","Beef, Pasta, Lamb, Game (deer, venison)"
626,626,626,https://www.vivino.com/es-bajoz-malvasia-blanco-toro/w/1721954?year=2015&amp;price_id=15978740,Bajoz,Malvasía Blanco Toro 2015,White wine,Toro,Spain,3.1,68 ratings,10.25,"Community reviews
Had this Malvasia with Christmas dinner and paired with salads and fish- perfect. Nice moneysaver and good quality for this money. Bought it just for 4€.
Like
Comments (3)
Treevino
2240 ratings
Rated on Dec 26, 2016
Generic, zesty and refreshing, with not so nany specific features. Lots of grapefruit, a little bit of green apple and white currant. Bitterish finish.
Like
Comment
shumovka
902 ratings
Rated on Apr 1, 2018
Nice value malvasia. Really nice on the nose, sweet hints, bubble gum, flowery,,, nice body and only the finish a bit too acidic for me. Too be drank very cold. 83/100
Like
Comment
AB
187 ratings
Rated on Nov 26, 2016
Show more reviews","Malvasia
",,"Winery
Bajoz
Grapes
Malvasia
Region
Toro"
627,627,627,https://www.vivino.com/cava-negra-malbec-j5d36/w/1242480?year=2015&amp;price_id=16808191,Cava Negra,Malbec 2015,Red wine,Mendoza,Argentina,3.3,1376 ratings,11.5,"Community reviews
Gooseberry, vanilla, red fruit, med body, 13.6%, 0.5 for the QPR, excellent value.
Like
Comment
Sidnei Castro
1943 ratings
Rated on Mar 10, 2017
Buquet de mirtilo e chocolate. Na boca agradável.
Like
Comment
Benno Sanchez
1025 ratings
Rated on Jul 27, 2016
Intense, good for a cold night
Like
Comment
Lorenzo Schwanz
346 ratings
Rated on Jul 6, 2016
Show more reviews","Malbec
","Argentinian Malbec
","Beef, Lamb, Poultry"
628,628,628,https://www.vivino.com/casas-del-toqui-terroir-selection-casablanca-pinot-noir-gran-reserva/w/1762870?year=2013&amp;price_id=8239590,Casas del Toqui,Terroir Selection Casablanca Pinot Noir Gran Reserva 2013,Red wine,Casablanca Valley,Chile,4.0,216 ratings,30.5,"Community reviews
Bom Pinot do Chile
Like
Comment
Marcelo Albuquerque
435 ratings
Rated on Dec 24, 2018
Very nice, smooth Pinot. Nice ruby colour and a very nice berry essence.
Like
Comment
Matt MacDonald
123 ratings
Rated on Jan 15, 2017
Didn't taste like pinot noir. Little to heavy for a PN.
Like
Comment
Floris & Nalu van de werf
376 ratings
Rated on Feb 4, 2017
Show more reviews","Pinot Noir
","Chilean Pinot Noir
","Beef, Veal, Game (deer, venison), Poultry"
629,629,629,https://www.vivino.com/vila-vita-branco/w/1627229?year=2015&amp;price_id=8147043,Vila Vita,Branco 2015,White wine,Alentejano,Portugal,3.1,132 ratings,16.25,"Community reviews
Works fine with food.
Like
Comment
Allan Korsholm Bruun Nørgaard
59 ratings
Rated on Jul 20, 2017
Pineapple , vey mineral, lacks a bit of acidity, buttery, smooth, 13%, good value,
Like
Comment
Sidnei Castro
1943 ratings
Rated the 2014 vintage on Feb 28, 2017
Fruity and elegant.
Like
Comment
Marcos Miranda
361 ratings
Rated the 2012 vintage on Jul 16, 2016
Show more reviews","Arinto de Bucelas, Roupeiro, Antão Vaz
","Southern Portugal White
","Pasta, Pork, Shellfish, Lean fish"
630,630,630,https://www.vivino.com/maison-bouachon-les-triassiennes-beaumes-de-venise/w/2857149?year=2014&amp;price_id=15978770,Maison Bouachon,Les Triassiennes Beaumes de Venise 2014,Red wine,Beaumes-de-Venise,France,3.6,29 ratings,36.25,"Community reviews
Excelent French! Fruity and strong flavor!
Like
Comment
Joaquim Farias
270 ratings
Rated the 2012 vintage on Oct 17, 2016
The problem is that all the good smells and flavors at the beginning vanishes half an hour later. They are not persistent, but they should be.
Like
Comment
Amir Chadraoui
391 ratings
Rated the 2012 vintage on Nov 16, 2014
Ready to drink. Medium finish
Like
Comment
Luis Melgarejo
489 ratings
Rated the 2012 vintage on May 22, 2017
Show more reviews","Shiraz/Syrah, Grenache, Mourvedre
","Southern Rhône Red
","Beef, Lamb, Game (deer, venison)"
631,631,631,https://www.vivino.com/fantinel-merlot-selezione-di-famiglia/w/3292714?year=2014&amp;price_id=15978775,Fantinel,Merlot Selezione di Famiglia 2014,Red wine,Friuli Grave,Italy,3.2,159 ratings,18.25,"Community reviews
Rubi com reflexo granada. Aromas de frutas vermelhas, ameixa, especiarias doces. Na boca, seco, acidez media +, taninos leves, corpo leve e notas frutadas./ Ruby colour with garnet hues. Aromas of red fruits, plum, sweet spices. On the palate it's dry with medium (+) acidity, low tannins, low body and fruity notes.
Like
Comment
Saulo M. Silva
2087 ratings
Rated the 2012 vintage on Oct 9, 2015
Basic Merlot. Nose little expression. Discrete notes of red fruits. A little barn smell. In mouth good expression, surprisingly elegant tannins. Final average.
Like
Comments (7)
Lauro J P Miranda
792 ratings
Rated the 2013 vintage on Nov 18, 2015
Cool wine, good cost-benefit, great bouquet, easy to drink, mild acidity, medium body and velvety in the mouth!!!
Like
Comment
Don Quijote de la Mancha
525 ratings
Rated the 2012 vintage on Aug 5, 2016
Show more reviews","Merlot
","Northern Italy Red
","Beef, Pasta, Lamb, Game (deer, venison)"
632,632,632,https://www.vivino.com/torres-natureo-alcohol-free-blanco/w/1159624?year=2013&amp;price_id=2652990,Torres,Natureo Alcohol Free Blanco 2013,White wine,Catalunya,Spain,2.5,176 ratings,15.25,"Community reviews
Natureo is natural semisweet white made of Muscat, with residual spirit content of 0.5%. Pale golden colored, it shows distinct Muscat fragrances, hinted by wild white flowers, honey, white peach. Palate: obviously angular in terms of alcohol content, with light excess of sweetness. Flavors of yellow plum, pear, pippin apples and green gooseberry. Finish is sweet and acidic somehow. Wouldn't recommend it in usual life, but if you have any restrictions on alcohol - should be ok as substitution. 2.8*
Like
Comments (2)
Dr.Meandor
1784 ratings
Rated on Mar 10, 2015
Not bad considering that it is alcohol free! Pale yellow colour, aromas of summer blossoms and peaches, crisp and fresh enough, medium minus body, aftertaste of citrus and flowers. It stands quite well on its own, since I'm preparing dinner! Enjoy!
Like
Comments (17)
Cathy Manaka
818 ratings
Rated on Apr 18, 2016
Bought it by mistake, i donated this 0.5 % alcohol Muscat wine to my wife and her friends. Pale yellow color, tiny bubbles at glass. Not so sweet, as i expect it. The ladies like it. I say: Better than a soft drink.
Like
Comments (8)
Willy Ponce de León
1874 ratings
Rated on Oct 6, 2015
Show more reviews","Moscatel de Alejandría
",,"Winery
Torres
Grapes
Moscatel de Alejandría
Region
Catalunya"
633,633,633,https://www.vivino.com/es-bajoz-gran-bajoz-toro/w/1131286?year=2011&amp;price_id=1779602,Bajoz,Gran Bajoz Toro 2011,Red wine,Toro,Spain,3.2,389 ratings,27.5,"Community reviews
Simple Toro, concentrated with dark fruit, oak and spices. No complexity and lacking some balance but decent offering at this price.
Like
Comments (1)
'rj'
2314 ratings
Rated on May 13, 2018
Plush, earthy with lifted sweet red cherry on the nose and palate. Good value packs with flavours though finish is a tad short. Vibrant aromas of red cherry, black fruit, earth and hint of coffee.
Like
Comment
DesignCanvas
2337 ratings
Rated on Jun 19, 2016
Enjoyable wine, haven't tried many spanish wine, but this one is quite allright. Light red colour and a very fruity nose. Taste is perhaps a little mild for my taste, but it is very fruity and does not scare anyone away with too much alcohol in the taste. Very pleasent to enjoy both at dinner and alone with a good movie.
Like
Comment
Jesper Nissen
328 ratings
Rated on Apr 15, 2015
Show more reviews","Tempranillo, Tinta de toro
","Spanish Toro Red
","Beef, Lamb, Game (deer, venison)"
634,634,634,https://www.vivino.com/roncaia-refosco/w/1580820?year=2011&amp;price_id=280900,La Roncaia,Refosco 2011,Red wine,Colli Orientali del Friuli,Italy,4.1,228 ratings,48.75,"Community reviews
Dark as night; even the rim. Supermodel legs; with anise, clove and charcoal on the nose. Velvety, fleshy and polished; with sweet tobacco, fresh ripe berries, plum compote, capuccino and Madagascar vanilla. Medium raisin finish with lively acidity and chewy tannins. 4.4
Like
Comments (10)
Epicúreo
283 ratings
Rated on Oct 28, 2017
Rich and medium-full body. Deep ruby reed with purple nuances. Black fruit, vanilla, chocolate, spicy and tobacco with a touch of nail polish. Warm, elegant, fresh and still balck fruit on the palate. Smooth tannin.
Like
Comment
Antonello Nicastri
458 ratings
Rated on Dec 30, 2018
Rich and full bodied with dark fruit, good with hearty food
Like
Comment
Allison Malter
235 ratings
Rated on Feb 24, 2016
Show more reviews","Refosco
","Northern Italy Red
","Beef, Pasta, Lamb, Game (deer, venison)"
635,635,635,https://www.vivino.com/ropiteau-pouilly-fuisse/w/1885488?year=2013&amp;price_id=1625858,Ropiteau Freres,Pouilly-Fuissé 2013,White wine,Pouilly-Fuissé,France,3.8,61 ratings,39.75,"Community reviews
Nice and simple - crisp green apples and strobe acidity with a lemon-citrus finish.
Like
Comment
Keith Dagen
3985 ratings
Rated on Feb 2, 2016
Smooth, oaky, light citrus finish.
Like
Comment
Dylan Davey
361 ratings
Rated on Jul 29, 2018
Dry good but not great. Lean.
Like
Comment
ROBERT PETZ
373 ratings
Rated on Mar 25, 2015
Show more reviews","Chardonnay
","Burgundy Macônnais White
","Pasta, Vegetarian, Cured Meat"
